1000,0.005200
2000,0.020659
3000,0.046256
4000,0.082194
5000,0.128333
6000,0.186969
7000,0.265877
8000,0.332188
9000,0.431964
10000,0.512406
11000,0.623921
12000,0.740673
13000,0.868300
14000,1.009180
15000,1.159645
16000,1.322482
17000,1.522298
18000,1.733457
19000,1.898051
20000,2.193678
21000,2.318594
22000,2.527103
23000,2.749558
24000,2.995283
25000,3.242197
