1000,0.010946
2000,0.074935
3000,0.163140
4000,0.290170
5000,0.453947
6000,0.654489
7000,0.894070
8000,1.170391
9000,1.508537
10000,1.852141
11000,2.321902
12000,2.902966
13000,3.722013
14000,4.431777
15000,5.393516
16000,6.375559
17000,7.448659
18000,8.609044
19000,9.774851
20000,11.037151
21000,12.159067
22000,13.542526
23000,14.864026
24000,16.254464
25000,17.712036
